POS	CRC01-P24NNS14	CRC01-P24NNS4	CRC01-P24NNS8	CRC01-P24NS13	CRC01-P24NS14	CRC01-P24NS16	CRC01-P24NS17	CRC01-P24NS18	CRC01-P24NS19	CRC01-P24NS1	CRC01-P24NS3	CRC01-P24NS5	CRC01-P39TNS3	CRC01-P39TS11	CRC01-P39TS13	CRC01-P39TS15	CRC01-P39TS4	CRC01-P39TS8	CRC01-P39TS9	CRC01.P42.TS.17	CRC01.P42.TS.2	CRC01.P42.TS.3	CRC01-P59NNS11	CRC01-P59NNS15	CRC01-P59NNS16	CRC01-P59NNS18	CRC01-P59NNS1	CRC01-P59NNS5	CRC01-P59NNS9	CRC01-P59NS10	CRC01-P59NS11	CRC01-P59NS18	CRC01-P59NS7	CRC01-P87NNS15	CRC01-P87NNS17	CRC01-P87NNS5	CRC01-P87NNS9	CRC01-P87NS10	CRC01-P87NS12	CRC01-P87NS15	CRC01-P87NS9	CRC01-P92NNS18	CRC1_P24_Lgr5_14	CRC1_P24_Lgr5_19	CRC1_P87_Lgr5_12	CRC1_P87_Lgr5_20
2044	3	8	4	13	4	3	7	11	1	8	4	5	151	487	534	346	213	366	388	147	94	117	9	6	5	4	17	38	8	16	3	46	90	46	6	32	8	24	15	22	57	66	7	29	40	41
2045	3	8	4	13	4	3	7	11	1	8	3	5	149	472	523	337	207	357	384	150	94	117	8	6	5	4	20	38	7	17	3	45	91	44	6	31	7	22	15	21	56	70	7	29	39	40
2046	3	7	4	13	4	3	7	11	1	8	4	5	148	468	519	326	198	351	377	149	93	115	8	6	5	4	20	39	7	16	3	45	87	44	6	30	7	21	15	19	56	70	7	29	37	38
2047	3	7	4	13	4	3	7	11	1	8	3	5	146	454	511	321	194	345	374	148	90	114	7	5	5	4	19	39	7	16	3	46	87	41	6	29	7	20	14	20	55	70	7	29	38	37
2048	0	1	1	3	0	0	2	3	0	2	1	1	25	94	110	65	30	106	106	54	30	35	1	1	1	1	7	22	2	5	0	7	26	14	2	6	4	8	5	7	13	34	3	6	10	9
2049	0	1	1	3	0	0	2	3	0	2	1	1	19	87	104	61	26	98	99	53	30	36	1	1	1	1	7	22	2	5	0	6	24	12	2	5	3	6	4	7	12	33	3	6	10	8
2050	0	0	0	2	0	0	1	2	0	1	1	0	9	48	63	28	10	64	60	44	24	32	0	0	0	0	6	20	0	3	0	3	16	5	0	1	1	2	1	1	1	30	1	4	7	2
2051	0	0	0	2	0	0	1	1	0	1	1	0	7	34	55	17	7	58	38	43	23	33	0	0	0	0	6	20	0	3	0	3	17	3	0	1	0	1	1	1	1	30	1	4	7	2
2052	0	0	0	0	0	0	0	0	0	1	1	0	6	9	33	4	0	38	16	46	26	35	0	0	0	0	6	17	0	2	0	2	21	1	0	0	0	0	1	1	0	43	1	3	6	1
2053	0	0	0	0	0	0	0	1	0	1	1	0	5	9	34	3	0	40	14	44	27	35	0	0	0	0	6	17	0	3	0	2	20	1	0	0	0	0	1	1	0	42	1	3	6	1
2054	0	0	0	0	0	0	0	1	0	1	1	0	5	9	34	5	0	42	14	42	27	35	0	0	0	0	6	16	0	3	0	2	22	1	0	0	0	0	1	1	0	44	1	3	6	1
2055	0	0	0	0	0	0	0	1	0	1	1	0	5	10	34	5	0	43	13	43	27	34	0	0	0	0	6	16	0	3	0	1	22	1	0	0	0	0	1	1	0	43	1	3	6	1
2056	0	0	0	0	0	0	0	1	0	1	1	0	5	10	32	5	0	37	11	44	28	34	0	0	0	0	3	14	0	3	0	2	20	1	0	0	0	0	1	1	0	38	1	3	6	1
2057	0	0	0	0	0	0	0	1	0	1	1	0	5	7	32	3	0	43	12	41	28	35	0	0	0	0	6	15	0	3	0	1	20	1	0	0	0	0	1	1	0	34	1	3	6	1
2058	0	0	0	0	0	0	0	1	0	1	1	0	5	9	32	4	0	40	13	43	27	33	0	0	0	0	3	12	0	3	0	2	21	1	0	0	0	0	1	1	0	39	1	3	6	1
2059	0	0	0	0	0	0	0	1	0	1	1	0	5	10	33	5	0	44	13	43	28	33	0	0	0	0	6	15	0	3	0	2	21	1	0	0	0	0	1	1	0	44	1	3	6	1
2060	0	0	0	0	0	0	0	1	0	1	1	0	5	9	34	5	0	44	13	43	26	32	0	0	0	0	6	15	0	3	0	2	21	1	0	0	0	0	1	1	0	44	1	3	6	1
2061	0	0	0	0	0	0	0	1	0	1	1	0	5	10	34	5	0	43	13	41	26	32	0	0	0	0	6	15	0	3	0	2	22	1	0	0	0	0	1	1	0	44	1	3	6	1
2062	0	0	0	0	0	0	0	1	0	1	1	0	4	10	34	5	0	44	13	43	26	32	0	0	0	0	6	15	0	3	0	2	23	1	0	0	0	0	1	1	0	44	1	3	6	1
2063	0	0	0	0	0	0	0	1	0	1	1	0	5	10	34	5	0	43	12	42	26	32	0	0	0	0	6	15	0	3	0	2	23	1	0	0	0	0	1	1	0	42	1	3	6	1
2064	0	0	0	0	0	0	0	1	0	1	1	0	5	10	32	5	0	43	12	44	26	32	0	0	0	0	6	15	0	3	0	2	23	1	0	0	0	0	1	1	0	43	1	3	6	1
2065	0	0	0	0	0	0	0	1	0	1	1	0	5	10	33	4	0	44	13	43	24	31	0	0	0	0	6	15	0	3	0	2	24	1	0	0	0	0	1	1	0	45	1	3	6	1
2066	0	0	0	0	0	0	0	1	0	1	1	0	5	12	34	4	0	47	13	42	25	32	0	0	0	0	6	16	0	4	0	2	25	1	0	0	0	0	1	1	0	45	1	3	6	1
2067	0	0	0	0	0	0	0	1	0	1	1	0	5	14	34	6	0	46	13	44	25	33	0	0	0	0	6	15	0	4	0	1	24	1	0	0	0	0	1	1	0	45	1	3	6	1
2068	0	0	0	0	0	0	0	1	0	1	1	0	6	14	35	6	0	47	13	45	25	32	0	0	0	0	6	16	0	4	0	2	25	1	0	0	0	0	1	1	0	46	1	3	6	1
2069	0	0	0	0	0	0	0	1	0	1	1	0	6	14	34	5	0	46	13	45	25	32	0	0	0	0	6	16	0	4	0	2	25	1	0	0	0	0	1	1	0	46	1	3	6	1
2070	0	0	0	0	0	0	0	1	0	1	1	0	6	13	35	6	0	45	13	44	25	31	0	0	0	0	6	17	0	4	0	2	24	1	0	0	0	0	1	1	0	46	1	3	6	1
2071	0	0	0	0	0	0	0	1	0	1	1	0	6	14	34	6	0	47	13	44	25	33	0	0	0	0	6	17	0	4	0	2	25	1	0	0	0	0	1	1	0	47	1	3	6	1
2072	0	0	0	0	0	0	0	1	0	1	1	0	6	12	31	6	0	47	13	45	25	33	0	0	0	0	6	17	0	4	0	2	23	1	0	0	0	0	1	1	0	46	1	3	6	1
2073	0	0	0	0	0	0	0	1	0	1	1	0	6	13	31	5	0	47	12	44	24	32	0	0	0	0	6	18	0	4	0	2	25	1	0	0	0	0	1	1	0	46	1	3	6	1
2074	0	0	0	0	0	0	0	1	0	1	1	0	5	11	31	5	0	39	10	44	24	32	0	0	0	0	3	15	0	3	0	2	23	1	0	0	0	0	1	1	0	44	1	3	6	1
2075	0	0	0	0	0	0	0	1	0	1	1	0	6	13	30	4	0	43	13	44	24	33	0	0	0	0	6	17	0	4	0	2	25	1	0	0	0	0	1	1	0	45	1	3	6	1
2076	0	0	0	0	0	0	0	1	0	1	1	0	6	14	30	5	0	45	13	44	24	33	0	0	0	0	6	18	0	4	0	2	24	1	0	0	0	0	1	1	0	47	1	3	6	1
2077	0	0	0	0	0	0	0	1	0	1	1	0	6	13	29	5	0	45	13	41	23	33	0	0	0	0	6	18	0	4	0	2	24	1	0	0	0	0	1	1	0	45	1	3	6	1
2078	0	0	0	0	0	0	0	1	0	1	1	0	6	14	30	5	0	42	13	42	24	33	0	0	0	0	6	17	0	4	0	2	24	1	0	0	0	0	1	1	0	43	1	3	6	1
2079	0	0	0	0	0	0	0	1	0	1	1	0	6	12	29	5	0	40	12	42	24	31	0	0	0	0	6	16	0	4	0	2	23	1	0	0	0	0	1	1	0	45	1	3	6	1
2080	0	0	0	0	0	0	0	1	0	1	1	0	6	12	28	5	0	42	11	42	23	32	0	0	0	0	6	17	0	4	0	2	24	1	0	0	0	0	1	1	0	44	1	3	5	1
2081	0	0	0	0	0	0	0	1	0	1	0	0	6	12	29	5	0	42	12	40	24	32	0	0	0	0	6	17	0	4	0	2	24	1	0	0	0	0	1	1	0	46	1	3	6	1
2082	0	0	0	0	0	0	0	1	0	1	1	0	6	11	29	4	0	44	12	42	23	34	0	0	0	0	6	15	0	4	0	2	24	1	0	0	0	0	1	1	0	46	1	3	6	1
2083	0	0	0	0	0	0	0	1	0	1	1	0	6	13	29	5	0	43	12	44	22	33	0	0	0	0	6	17	0	4	0	2	23	1	0	0	0	0	1	1	0	45	1	3	6	1
2084	0	0	0	0	0	0	0	1	0	1	1	0	6	12	29	5	0	44	12	43	21	33	0	0	0	0	6	17	0	4	0	2	24	1	0	0	0	0	1	1	0	45	1	3	6	1
2085	0	0	0	0	0	0	0	1	0	1	1	0	6	11	29	5	0	45	12	41	21	31	0	0	0	0	6	17	0	4	0	1	24	1	0	0	0	0	1	1	0	45	1	3	6	1
2086	0	0	0	0	0	0	0	1	0	1	1	0	6	11	29	5	0	42	12	43	21	32	0	0	0	0	6	17	0	4	0	2	24	1	0	0	0	0	1	1	0	44	1	3	6	1
2087	0	0	0	0	0	0	0	1	0	1	1	0	6	11	28	5	0	51	11	41	20	32	0	0	0	0	6	17	0	4	0	1	24	1	0	0	0	0	1	1	0	45	1	3	6	1
2088	0	0	0	0	0	0	0	0	0	0	0	0	5	11	21	3	0	49	7	28	14	22	0	0	0	0	4	8	0	3	0	1	21	0	0	0	0	0	0	1	0	36	0	1	1	0
2089	0	0	0	0	0	0	0	0	0	0	0	0	5	12	21	3	0	50	7	31	14	21	0	0	0	0	4	7	0	3	0	1	21	0	0	0	0	0	0	1	0	38	0	0	1	0
2090	0	0	0	0	0	0	0	0	0	0	0	0	5	12	20	4	0	52	8	31	14	22	0	0	0	0	4	8	0	3	0	1	21	0	0	0	0	0	0	1	0	40	0	1	0	0
2091	0	0	0	0	0	0	0	0	0	0	0	0	5	11	21	4	0	53	8	31	15	22	0	0	0	0	4	8	0	3	0	1	21	0	0	0	0	0	0	1	0	39	0	2	0	0
2092	0	0	0	0	2	0	1	1	0	2	0	0	7	16	27	9	2	68	17	49	27	32	0	0	0	0	5	13	0	4	0	2	36	1	0	0	0	0	0	1	0	63	0	4	0	0
2093	0	0	0	0	2	0	1	1	0	2	0	0	7	16	27	9	2	69	20	52	27	31	0	0	0	0	5	14	0	4	0	2	36	1	0	0	0	0	0	1	0	63	0	4	0	0
2094	0	0	0	0	2	0	1	1	0	2	0	0	7	14	27	9	2	67	21	52	27	32	0	0	0	0	5	12	0	4	0	2	36	1	0	0	0	0	0	1	0	63	0	4	0	0
2095	0	0	0	0	2	0	1	1	0	2	0	0	7	16	27	9	2	67	21	52	27	31	0	0	0	0	5	14	0	4	0	1	35	1	0	0	0	0	0	1	0	61	0	4	0	0
2096	0	0	0	0	2	0	1	1	0	2	0	0	7	16	26	8	2	67	21	51	27	32	0	0	0	0	5	14	0	4	0	2	36	1	0	0	0	0	0	1	0	63	0	4	0	0
2097	0	0	0	0	2	0	1	1	0	2	0	0	7	15	25	9	2	69	21	52	28	32	0	0	0	0	5	13	0	4	0	2	35	1	0	0	0	0	0	1	0	63	0	4	0	0
2098	0	0	0	0	2	0	1	1	0	2	0	0	7	15	26	10	2	69	21	52	28	32	0	0	0	0	5	12	0	4	0	2	38	1	0	0	0	0	0	1	0	63	0	4	0	0
2099	0	0	0	0	2	0	1	1	0	2	0	0	7	17	27	10	2	71	22	52	29	33	0	0	0	0	5	14	0	5	0	2	38	1	0	0	0	0	0	1	0	64	0	4	0	0
2100	0	0	0	0	2	0	1	2	0	2	0	0	7	18	28	11	2	75	24	54	30	33	0	0	0	0	5	13	0	5	0	2	43	1	0	0	0	0	0	1	0	64	0	4	0	0
2101	0	0	0	0	2	0	1	2	0	2	0	0	7	18	27	12	2	72	23	53	31	36	0	0	0	0	5	14	0	5	0	2	44	1	0	0	0	0	0	1	0	65	0	4	0	0
2102	0	0	0	0	2	0	1	2	0	2	0	0	6	18	28	12	2	74	24	54	30	35	0	0	0	0	5	14	0	5	0	2	43	1	0	0	0	0	0	2	0	67	0	4	0	0
2103	0	0	0	0	2	0	1	2	0	2	0	0	5	18	26	12	2	74	23	54	31	35	0	0	0	0	5	14	0	5	0	2	44	1	0	0	0	0	0	2	0	66	0	3	0	0
2104	0	0	0	0	2	0	1	2	0	2	0	0	5	17	26	12	2	72	21	54	29	35	0	0	0	0	5	14	0	4	0	2	44	1	0	0	0	0	0	2	0	66	0	4	0	0
2105	0	0	0	0	2	0	1	2	0	2	0	0	7	17	26	12	2	74	24	53	30	36	0	0	0	0	5	12	0	5	0	2	43	1	0	0	0	0	0	2	0	66	0	4	0	0
2106	0	0	0	0	2	0	1	2	0	2	0	0	7	16	26	11	2	75	24	53	31	35	0	0	0	0	5	14	0	5	0	2	44	1	0	0	0	0	0	1	0	67	0	4	0	0
2107	0	0	0	0	2	0	1	2	0	2	0	0	7	16	26	12	2	73	23	53	31	35	0	0	0	0	5	13	0	5	0	2	43	1	0	0	0	0	0	2	0	67	0	3	0	0
2108	0	0	0	0	2	0	1	2	0	2	0	0	7	17	27	12	2	75	23	53	31	36	0	0	0	0	5	14	0	5	0	2	43	1	0	0	0	0	0	2	0	66	0	3	0	0
2109	0	0	0	0	2	0	1	2	0	2	0	0	7	16	27	12	2	75	23	53	30	36	0	0	0	0	5	14	0	5	0	2	45	1	0	0	0	0	0	2	0	67	0	4	0	0
2110	0	0	0	0	2	0	1	2	0	2	0	0	7	16	27	12	2	72	23	54	29	35	0	0	0	0	4	14	0	5	0	2	45	1	0	0	0	0	0	1	0	62	0	4	0	0
2111	0	0	0	0	2	0	1	2	0	2	0	0	7	15	27	12	2	75	24	55	31	35	0	0	0	0	5	14	0	5	0	2	45	1	0	0	0	0	0	2	0	68	0	4	0	0
2112	0	0	0	0	2	0	1	2	0	2	0	0	7	16	25	12	2	74	22	55	31	36	0	0	0	0	5	14	0	5	0	2	44	1	0	0	0	0	0	2	0	67	0	4	0	0
2113	0	0	0	0	2	0	1	2	0	2	0	0	7	17	26	12	2	71	25	55	31	33	0	0	0	0	4	13	0	5	0	2	43	1	0	0	0	0	0	2	0	65	0	3	0	0
2114	0	0	0	0	2	0	1	2	0	2	0	0	7	17	26	12	2	72	27	55	32	37	0	0	0	0	4	14	0	5	0	2	45	1	0	0	0	0	0	0	0	67	0	5	0	0
2115	0	0	0	0	2	0	1	2	0	2	0	0	5	15	26	12	2	72	27	55	32	37	0	0	0	0	4	13	0	5	0	2	44	1	0	0	0	0	0	2	0	68	0	5	0	0
2116	0	0	0	0	2	0	1	2	0	2	0	0	7	16	25	11	2	72	26	57	32	37	0	0	0	0	4	14	0	5	0	2	45	1	0	0	0	0	0	2	0	68	0	4	0	0
2117	0	0	0	0	2	0	1	2	0	2	0	0	7	17	26	12	2	71	27	57	30	35	0	0	0	0	4	13	0	5	0	2	45	1	0	0	0	0	0	2	0	68	0	5	0	0
2118	0	0	0	0	2	0	1	2	0	2	0	0	7	16	26	12	2	73	24	54	31	37	0	0	0	0	4	14	0	5	0	2	45	1	0	0	0	0	0	2	0	66	0	5	0	0
2119	0	0	0	0	2	0	1	2	0	2	0	0	7	16	26	11	2	74	26	56	31	37	0	0	0	0	4	14	0	5	0	1	45	1	0	0	0	0	0	2	0	67	0	5	0	0
2120	0	0	0	0	2	0	1	2	0	2	0	0	7	17	26	12	2	71	26	55	31	35	0	0	0	0	4	14	0	5	0	2	44	1	0	0	0	0	0	2	0	66	0	4	0	0
2121	0	0	0	0	2	0	1	2	0	2	0	0	7	17	25	12	2	73	25	54	32	37	0	0	0	0	4	14	0	5	0	2	45	1	0	0	0	0	0	2	0	68	0	5	0	0
2122	0	0	0	0	2	0	1	2	0	2	0	0	7	17	25	12	2	74	26	56	33	37	0	0	0	0	4	14	0	5	0	2	46	1	0	0	0	0	0	2	0	66	0	5	0	0
2123	0	0	0	0	2	0	1	2	0	2	0	0	7	15	25	12	2	75	26	56	33	37	0	0	0	0	4	12	0	5	0	2	45	1	0	0	0	0	0	2	0	67	0	4	0	0
2124	0	0	0	0	2	0	1	2	0	2	0	0	7	16	25	12	2	76	26	57	32	35	0	0	0	0	3	13	0	5	0	2	46	1	0	0	0	0	0	2	0	68	0	4	0	0
2125	0	0	0	0	2	0	1	2	0	2	0	0	7	16	25	12	2	75	25	57	33	35	0	0	0	0	4	13	0	5	0	2	46	1	0	0	0	0	0	2	0	68	0	5	0	0
2126	0	0	0	0	2	0	1	2	0	2	0	0	6	16	25	12	2	76	25	57	33	34	0	0	0	0	4	13	0	5	0	2	46	1	0	0	0	0	0	2	0	68	0	5	0	0
2127	0	0	0	0	2	0	1	2	0	2	0	0	7	16	25	11	2	75	23	56	33	35	0	0	0	0	4	13	0	5	0	2	46	1	0	0	0	0	0	2	0	68	0	5	0	0
2128	0	0	0	0	2	0	1	2	0	2	0	0	7	16	25	12	2	74	25	57	33	35	0	0	0	0	4	13	0	5	0	2	43	1	0	0	0	0	0	2	0	67	0	5	0	0
2129	0	0	0	0	2	0	1	2	0	2	0	0	7	15	25	12	2	73	25	57	33	36	0	0	0	0	4	13	0	5	0	2	44	1	0	0	0	0	0	2	0	68	0	5	0	0
2130	0	0	0	0	2	0	1	2	0	2	0	0	7	16	25	12	2	76	25	57	33	36	0	0	0	0	4	13	0	5	0	2	47	1	0	0	0	0	0	2	0	67	0	5	0	0
2131	0	0	0	0	1	0	1	2	0	2	0	0	6	15	25	12	2	73	26	57	30	33	0	0	0	0	4	13	0	5	0	2	46	1	0	0	0	0	0	2	0	67	0	5	0	0
2132	0	0	0	0	2	0	1	2	0	2	0	0	7	16	25	11	2	75	25	57	33	36	0	0	0	0	4	13	0	5	0	2	45	1	0	0	0	0	0	2	0	67	0	5	0	0
2133	0	0	0	0	2	0	1	2	0	2	0	0	6	14	25	12	2	76	26	57	33	33	0	0	0	0	4	13	0	5	0	2	46	1	0	0	0	0	0	2	0	67	0	5	0	0
2134	0	0	0	0	2	0	1	2	0	2	0	0	7	14	26	12	2	76	26	56	33	35	0	0	0	0	4	13	0	5	0	2	46	1	0	0	0	0	0	2	0	66	0	5	0	0
2135	0	0	0	0	2	0	0	2	0	1	0	0	7	13	25	11	2	73	22	57	32	34	0	0	0	0	4	12	0	5	0	2	44	1	0	0	0	0	0	2	0	63	0	4	0	0
2136	0	0	0	0	2	0	1	2	0	2	0	0	7	15	25	12	2	75	23	57	33	35	0	0	0	0	4	14	0	5	0	2	45	1	0	0	0	0	0	2	0	67	0	4	0	0
2137	0	0	0	0	2	0	1	2	0	2	0	0	7	15	25	12	2	74	26	54	32	36	0	0	0	0	4	13	0	5	0	2	46	1	0	0	0	0	0	2	0	67	0	5	0	0
2138	0	0	0	0	2	0	1	2	0	2	0	0	7	15	26	12	2	73	23	58	31	35	0	0	0	0	4	14	0	5	0	2	46	1	0	0	0	0	0	2	0	67	0	5	0	0
2139	0	0	0	0	2	0	0	2	0	2	0	0	7	14	26	12	2	73	25	57	33	35	0	0	0	0	4	14	0	5	0	2	41	1	0	0	0	0	0	2	0	68	0	5	0	0
2140	0	0	0	0	2	0	1	2	0	2	0	0	7	15	26	12	2	74	25	57	33	36	0	0	0	0	4	14	0	5	0	2	43	1	0	0	0	0	0	2	0	65	0	5	0	0
2141	0	0	0	0	2	0	1	2	0	2	0	0	7	15	26	11	2	75	24	54	34	34	0	0	0	0	4	14	0	4	0	2	42	1	0	0	0	0	0	2	0	67	0	5	0	0
2142	0	0	0	0	2	0	1	2	0	2	0	0	7	15	26	12	2	75	26	56	33	34	0	0	0	0	4	14	0	5	0	2	43	1	0	0	0	0	0	2	0	67	0	5	0	0
2143	0	0	0	0	2	0	1	2	0	2	0	0	7	15	26	12	2	72	24	56	33	37	0	0	0	0	4	14	0	5	0	2	43	1	0	0	0	0	0	2	0	70	0	5	0	0
2144	0	0	0	0	2	0	1	2	0	2	0	0	7	15	25	12	2	73	26	56	33	37	0	0	0	0	4	14	0	5	0	2	44	1	0	0	0	0	0	2	0	69	0	5	0	0
2145	0	0	0	0	2	0	1	2	0	2	0	0	7	14	26	12	2	72	25	54	33	37	0	0	0	0	4	14	0	5	0	2	44	1	0	0	0	0	0	2	0	70	0	5	0	0
2146	0	0	0	0	2	0	1	2	0	2	0	0	6	15	25	12	2	73	26	56	33	37	0	0	0	0	4	14	0	5	0	2	44	1	0	0	0	0	0	2	0	69	0	5	0	0
2147	0	0	0	0	2	0	1	2	0	2	0	0	7	15	26	12	2	72	26	56	33	37	0	0	0	0	4	14	0	5	0	2	44	1	0	0	0	0	0	2	0	70	0	5	0	0
2148	0	0	0	0	2	0	1	2	0	2	0	0	7	15	26	12	2	71	25	56	33	37	0	0	0	0	4	14	0	5	0	2	43	1	0	0	0	0	0	2	0	67	0	5	0	0
2149	0	0	0	0	2	0	1	2	0	2	0	0	7	15	26	12	2	72	26	55	33	37	0	0	0	0	4	14	0	5	0	2	44	1	0	0	0	0	0	2	0	69	0	5	0	0
2150	0	0	0	0	2	0	1	2	0	2	0	0	6	15	26	12	2	73	23	56	34	36	0	0	0	0	4	14	0	4	0	2	42	1	0	0	0	0	0	2	0	67	0	5	0	0
2151	0	0	0	0	2	0	1	2	0	2	0	0	7	13	26	10	2	71	24	52	33	34	0	0	0	0	3	13	0	4	0	2	42	0	0	0	0	0	0	2	0	68	0	5	0	0
2152	0	0	0	0	1	0	1	1	0	1	0	0	7	14	26	12	2	70	25	55	33	33	0	0	0	0	4	14	0	5	0	2	42	1	0	0	0	0	0	1	0	68	0	4	0	0
2153	0	0	0	0	2	0	1	2	0	2	0	0	7	15	26	11	2	70	24	53	33	35	0	0	0	0	4	14	0	5	0	2	42	1	0	0	0	0	0	2	0	69	0	4	0	0
2154	0	0	0	0	2	0	1	2	0	2	0	0	7	14	26	12	2	72	24	52	34	36	0	0	0	0	4	14	0	5	0	2	43	0	0	0	0	0	0	2	0	69	0	5	0	0
2155	0	0	0	0	2	0	1	1	0	2	0	0	7	14	26	12	2	69	24	52	34	35	0	0	0	0	4	14	0	5	0	2	43	1	0	0	0	0	0	2	0	68	0	5	0	0
2156	0	0	0	0	2	0	1	2	0	2	0	0	7	14	26	12	2	70	25	52	33	36	0	0	0	0	4	14	0	5	0	2	44	1	0	0	0	0	0	2	0	68	0	5	0	0
2157	0	0	0	0	2	0	1	2	0	2	0	0	7	12	32	12	2	69	22	52	34	35	0	0	0	0	4	13	0	5	0	1	44	1	0	0	0	0	0	2	0	70	0	5	0	0
2158	0	0	0	0	2	0	1	2	0	2	0	0	7	13	29	11	2	66	22	47	35	28	0	0	0	0	4	12	0	5	0	1	41	1	0	0	0	0	0	2	0	66	0	5	0	0
2159	0	0	0	0	2	0	1	2	0	2	0	0	6	13	29	11	2	67	19	49	34	29	0	0	0	0	3	12	0	4	0	1	42	1	0	0	0	0	0	2	0	66	0	5	0	0
2160	0	0	0	0	2	0	1	2	0	2	0	0	7	12	29	11	2	64	21	51	36	31	0	0	0	0	4	12	0	5	0	1	44	1	0	0	0	0	0	2	0	68	0	4	0	0
2161	0	0	0	0	2	0	1	1	0	2	0	0	7	12	30	11	2	65	22	52	36	30	0	0	0	0	4	12	0	4	0	1	42	1	0	0	0	0	0	2	0	69	0	5	0	0
2162	0	0	0	0	2	0	1	2	0	2	1	1	8	18	31	16	3	73	27	67	49	42	1	0	0	0	4	12	0	3	0	3	54	2	0	0	0	0	0	3	0	84	0	5	1	1
2163	0	0	0	0	2	0	1	2	0	2	1	1	8	19	31	16	3	69	27	68	47	42	1	0	0	0	4	13	0	3	0	3	55	2	0	0	0	0	0	3	0	83	0	6	1	1
2164	0	0	0	0	2	0	1	2	0	2	1	1	8	18	31	16	3	69	26	67	49	41	1	0	0	0	4	14	0	3	0	3	55	2	0	0	0	0	0	3	0	84	0	5	1	1
2165	0	0	0	0	2	0	1	2	0	2	1	1	8	19	30	14	3	66	25	66	49	42	1	0	0	0	4	13	0	3	0	3	55	2	0	0	0	0	0	3	0	82	0	6	1	1
2166	0	0	0	0	2	0	1	2	0	2	1	1	8	19	30	16	3	70	26	65	49	41	1	0	0	0	4	14	0	3	0	3	55	2	0	0	0	0	0	3	0	85	0	6	1	1
2167	0	0	0	0	2	0	1	2	0	2	1	1	8	19	30	16	3	70	24	63	47	39	1	0	0	0	4	14	0	3	0	3	54	2	0	0	0	0	0	3	0	81	0	6	1	1
2168	0	0	0	0	2	0	1	2	0	2	1	1	7	20	29	16	3	67	24	62	48	36	1	0	0	0	4	14	0	3	0	3	54	2	0	0	0	0	0	3	0	83	0	5	1	1
2169	0	0	0	0	2	0	1	2	0	2	1	1	8	20	29	16	3	72	26	63	48	41	1	0	0	0	4	13	0	3	0	3	56	2	0	0	0	0	0	3	0	83	0	5	1	1
2170	0	0	0	0	2	0	1	2	0	2	1	1	8	19	29	15	3	70	27	64	50	42	1	0	0	0	4	13	0	3	0	3	55	2	0	0	0	0	0	3	0	79	0	6	1	1
2171	0	0	0	0	2	0	1	2	0	2	1	1	8	20	28	16	3	69	27	64	48	40	1	0	0	0	4	14	0	2	0	3	55	2	0	0	0	0	0	3	0	83	0	6	1	1
2172	0	0	0	0	2	0	1	2	0	2	1	1	8	19	27	16	3	72	26	63	49	40	1	0	0	0	3	13	0	2	0	3	55	2	0	0	0	0	0	3	0	83	0	7	1	1
2173	0	0	0	0	2	0	1	2	0	2	1	1	8	19	28	16	3	69	26	63	49	42	1	0	0	0	4	14	0	3	0	3	55	2	0	0	0	0	0	3	0	84	0	6	1	1
2174	0	0	0	0	2	0	1	2	0	2	1	1	8	20	29	16	3	70	25	65	50	42	1	0	0	0	4	13	0	2	0	3	56	2	0	0	0	0	0	3	0	84	0	7	1	1
2175	0	0	0	0	2	0	1	2	0	2	1	1	8	20	29	15	3	70	27	64	50	41	1	0	0	0	4	14	0	3	0	3	58	2	0	0	0	0	0	2	0	82	0	7	1	1
2176	0	0	0	0	2	0	1	2	0	2	1	1	8	19	29	16	3	69	26	64	52	41	1	0	0	0	4	13	0	3	0	3	58	2	0	0	0	0	0	3	0	85	0	7	1	1
2177	0	0	0	0	2	0	1	2	0	2	1	1	8	20	29	16	3	69	27	64	49	40	1	0	0	0	4	14	0	3	0	3	58	2	0	0	0	0	0	3	0	83	0	7	1	1
2178	0	0	0	0	2	0	1	2	0	2	1	1	8	19	28	16	3	70	26	64	50	42	1	0	0	0	4	14	0	3	0	3	56	2	0	0	0	0	0	3	0	84	0	7	1	1
2179	0	0	0	0	2	0	1	2	0	2	1	1	5	18	28	16	3	71	26	63	48	41	1	0	0	0	4	14	0	3	0	3	56	2	0	0	0	0	0	3	0	75	0	7	1	1
2180	0	0	0	0	2	0	1	2	0	2	1	1	5	18	27	16	3	68	27	57	48	39	1	0	0	0	4	14	0	2	0	3	54	2	0	0	0	0	0	2	0	74	0	6	1	1
2181	0	0	0	0	2	0	1	2	0	2	1	1	5	19	29	15	3	67	26	64	48	39	1	0	0	0	4	13	0	3	0	3	54	2	0	0	0	0	0	3	0	74	0	7	1	1
2182	0	0	0	0	2	0	1	2	0	2	1	1	5	19	29	16	3	69	28	61	52	41	1	0	0	0	4	14	0	3	0	3	55	2	0	0	0	0	0	3	0	75	0	7	1	1
2183	0	0	0	0	2	0	1	2	0	2	1	1	5	18	30	17	3	67	29	64	51	40	1	0	0	0	4	14	0	3	0	3	55	2	0	0	0	0	0	2	0	73	0	7	1	1
2184	0	0	0	0	2	0	1	2	0	2	1	1	5	19	30	17	3	72	28	63	52	41	1	0	0	0	4	13	0	3	0	3	56	2	0	0	0	0	0	3	0	74	0	7	1	1
